Date,Close/Last,Volume,Open,High,Low
05/11/2021,$168.88,8217953,$170.65,$170.87,$168.28
05/10/2021,$170.27,8357486,$169.9,$171.53,$169.23
05/07/2021,$168.5,5316209,$168.3,$169.18,$167.83
05/06/2021,$167.74,5529946,$166.79,$167.885,$166.24
05/05/2021,$167.07,5134587,$167.5,$167.5,$166.79
05/04/2021,$167.77,10179540,$164.83,$167.85,$164.67
05/03/2021,$165.21,6594230,$163.6,$165.32,$163.12
04/30/2021,$162.73,9079081,$164.15,$164.33,$162.52
04/29/2021,$164.2,6394287,$161.9,$164.26,$161.81
04/28/2021,$161.98,7448016,$162.86,$163.2,$161.65
04/27/2021,$163.18,6217651,$163.76,$163.91,$162.47
04/26/2021,$164.12,6027788,$165.21,$165.41,$163.76
04/23/2021,$165.52,6033245,$164.53,$166.06,$163.9996
04/22/2021,$165.18,7232981,$165.836,$166.28,$164.62
04/21/2021,$166.59,6333210,$166.37,$166.91,$165.29
04/20/2021,$166.48,14050660,$161,$167.7899,$161
04/19/2021,$162.69,8353528,$162.5,$163.11,$160.84
04/16/2021,$162.24,9049432,$161.34,$162.51,$160.56
04/15/2021,$160.39,7524568,$160.72,$162.39,$160.23
04/14/2021,$159.92,7718321,$157.83,$160.11,$157.54
04/13/2021,$159.48,18424080,$156.86,$159.93,$156.53
04/12/2021,$161.64,5023037,$161.09,$162.08,$160.34
04/09/2021,$161.25,8418332,$162.12,$162.93,$159.78
04/08/2021,$162.97,5039397,$164,$164.1116,$162.85
04/07/2021,$163.61,4608010,$163.55,$164.28,$163.316
04/06/2021,$163.39,5074239,$164.08,$164.52,$163
04/05/2021,$163.43,7387123,$163.64,$164.75,$162.66
04/01/2021,$162.83,7229717,$162.6,$163.84,$162.26
03/31/2021,$164.35,8281521,$164.96,$165.39,$163.7
03/30/2021,$165.01,7236347,$165.02,$165.66,$164.23
03/29/2021,$166.04,8535084,$163.83,$167.03,$163.6314
03/26/2021,$164.93,7619247,$162.09,$165.1,$161.38
03/25/2021,$161.97,6269774,$162.44,$162.45,$160.64
03/24/2021,$161.91,6370143,$160.1,$162.48,$159.82
03/23/2021,$160.35,7178323,$160.21,$161.2004,$158.88
03/22/2021,$160.5,7544052,$158.31,$160.65,$158
03/19/2021,$160.04,14891520,$160.69,$161.5,$159.47
03/18/2021,$160.47,4801794,$160.21,$161.49,$159.96
03/17/2021,$160.77,6001421,$160.83,$161.73,$159.53
03/16/2021,$161.37,6369144,$160.46,$161.68,$160.24
03/15/2021,$160.42,5526008,$159.75,$160.66,$158.5
03/12/2021,$159.6,5474849,$159.28,$160.31,$159.19
03/11/2021,$159.14,6305584,$159.54,$160.63,$158.92
03/10/2021,$159.15,6635577,$158.82,$159.895,$157.36
03/09/2021,$157.7,7461267,$156.89,$160.75,$156.89
03/08/2021,$157.4,6546688,$157,$159.33,$155.98
03/05/2021,$156.1,8331633,$153.98,$156.69,$153.13
03/04/2021,$153.07,11033180,$155.99,$156.1,$151.47
03/03/2021,$156.22,8499626,$158.25,$158.9,$156.0604
03/02/2021,$159.02,7610885,$159.78,$160.78,$158.6
